LLAVE,CANAL,CATEGORIA,TIPO_PROD,FABRICACION,PIEZAS,SUB_TOTAL,COSTO
BOUTIQUE175 METROPOLI PATRIOTISMOACCESORIOSCALCETINES,BOUTIQUE,175 METROPOLI PATRIOTISMO,ACCESORIOS,CALCETINES,1,68.97,0
FRANQUICIAS139 CUAUHTEMOCCALZADOINYECTADO,FRANQUICIAS,139 CUAUHTEMOC,CALZADO,INYECTADO,65,8956.84,7183.704
FRANQUICIAS139 CUAUHTEMOCCALZADOARMADO,FRANQUICIAS,139 CUAUHTEMOC,CALZADO,ARMADO,97,48472.28,22642.7577
FRANQUICIASFRANQUICIASVARIOS,FRANQUICIAS,FRANQUICIAS,VARIOS,,-1894,-1121435.73,-71711.75
FRANQUICIASFRANQUICIASCALZADOARMADO,FRANQUICIAS,FRANQUICIAS,CALZADO,ARMADO,47458,18690256.45,10667215.75
FRANQUICIASFRANQUICIASCALZADOINYECTADO,FRANQUICIAS,FRANQUICIAS,CALZADO,INYECTADO,29665,6322401.41,3883626.143
FRANQUICIASFRANQUICIASACCESORIOSPERFUME,FRANQUICIAS,FRANQUICIAS,ACCESORIOS,PERFUME,249,11091,8715
FRANQUICIASFRANQUICIASROPAPLAYERA,FRANQUICIAS,FRANQUICIAS,ROPA,PLAYERA,-4,-512.72,-430
FRANQUICIASFRANQUICIASROPAPANTS,FRANQUICIAS,FRANQUICIAS,ROPA,PANTS,-2,-256.36,-405
,ONLINE,,CALZADO,ARMADO,2,698.28,285.5277
FRANQUICIASFRANQUICIASROPACHAMARRA,FRANQUICIAS,FRANQUICIAS,ROPA,CHAMARRA,-4,-1607,-965
FRANQUICIASFRANQUICIASROPASUDADERA,FRANQUICIAS,FRANQUICIAS,ROPA,SUDADERA,98,29811,18007.5
FRANQUICIASFRANQUICIASMATERIA PRIMA,FRANQUICIAS,FRANQUICIAS,MATERIA PRIMA,,90,900,609
FRANQUICIAS109 CUAUTITLANCALZADOARMADO,FRANQUICIAS,109 CUAUTITLAN,CALZADO,ARMADO,9,1519.82,1437.1093
FRANQUICIAS109 CUAUTITLANCALZADOINYECTADO,FRANQUICIAS,109 CUAUTITLAN,CALZADO,INYECTADO,21,2860.35,2188.5945
FRANQUICIAS109 CUAUTITLANROPAPLAYERA,FRANQUICIAS,109 CUAUTITLAN,ROPA,PLAYERA,4,275.95,350
FRANQUICIAS109 CUAUTITLANACCESORIOSBOLSA,FRANQUICIAS,109 CUAUTITLAN,ACCESORIOS,BOLSA,50,431,1000
FRANQUICIAS139 CUAUHTEMOCACCESORIOSBOLSA,FRANQUICIAS,139 CUAUHTEMOC,ACCESORIOS,BOLSA,1,758.62,230
FRANQUICIAS139 CUAUHTEMOCROPAPLAYERA,FRANQUICIAS,139 CUAUHTEMOC,ROPA,PLAYERA,10,2956.06,1197
FRANQUICIASFRANQUICIASACCESORIOSLIMPIEZA,FRANQUICIAS,FRANQUICIAS,ACCESORIOS,LIMPIEZA,144,12528,7073.76
FRANQUICIASFRANQUICIASACCESORIOS,FRANQUICIAS,FRANQUICIAS,ACCESORIOS,,240,7920,4200
FRANQUICIAS150 LAS AMERICAS ECATEPECCALZADOARMADO,FRANQUICIAS,150 LAS AMERICAS ECATEPEC,CALZADO,ARMADO,6,5474.15,1595.6817
FRANQUICIAS176 TOWN CENTER TECAMACCALZADOARMADO,FRANQUICIAS,176 TOWN CENTER TECAMAC,CALZADO,ARMADO,6,5646.56,1559.4245
ONLINETIENDA EN LINEAACCESORIOSGORRA,ONLINE,TIENDA EN LINEA,ACCESORIOS,GORRA,12,1882.72,1188
ONLINETIENDA EN LINEACALZADOINYECTADO,ONLINE,TIENDA EN LINEA,CALZADO,INYECTADO,10717,3105193.48,1459115.136
ONLINETIENDA EN LINEACALZADOARMADO,ONLINE,TIENDA EN LINEA,CALZADO,ARMADO,36315,19765409.69,8391507.918
ONLINETIENDA EN LINEAACCESORIOSLLAVERO,ONLINE,TIENDA EN LINEA,ACCESORIOS,LLAVERO,317,32935.45,2853
ONLINETIENDA EN LINEAACCESORIOSPERFUME,ONLINE,TIENDA EN LINEA,ACCESORIOS,PERFUME,864,105640.01,30240
ONLINETIENDA EN LINEAACCESORIOSLIMPIEZA,ONLINE,TIENDA EN LINEA,ACCESORIOS,LIMPIEZA,493,80764.54,21129.06
ONLINETIENDA EN LINEAACCESORIOSPLANTILLA,ONLINE,TIENDA EN LINEA,ACCESORIOS,PLANTILLA,518,47708.88,7355.6
ONLINETIENDA EN LINEAROPACHAMARRA,ONLINE,TIENDA EN LINEA,ROPA,CHAMARRA,253,99285.82,79125.05
ONLINETIENDA EN LINEAROPAPLAYERA,ONLINE,TIENDA EN LINEA,ROPA,PLAYERA,408,102717.72,49332
ONLINETIENDA EN LINEAVARIOS,ONLINE,TIENDA EN LINEA,VARIOS,,414,916182.43,0
ONLINETIENDA EN LINEAROPASUDADERA,ONLINE,TIENDA EN LINEA,ROPA,SUDADERA,509,258579.25,130559
ONLINECADENAS DE ZAPATERIASVARIOS,ONLINE,CADENAS DE ZAPATERIAS,VARIOS,,-1,-1106,-73.25
MARKETPLACECOPPEL MKPCALZADOINYECTADO,MARKETPLACE,COPPEL MKP,CALZADO,INYECTADO,369,142218.68,52408.3765
MARKETPLACECOPPEL MKPCALZADOARMADO,MARKETPLACE,COPPEL MKP,CALZADO,ARMADO,633,386450.42,145084.4986
MARKETPLACEAMAZONCALZADOARMADO,MARKETPLACE,AMAZON,CALZADO,ARMADO,3437,2292228.45,838296.3387
MARKETPLACEAMAZONCALZADOINYECTADO,MARKETPLACE,AMAZON,CALZADO,INYECTADO,1321,514530.6,198811.7316
ONLINETIENDA EN LINEAACCESORIOSCUBREBOCAS,ONLINE,TIENDA EN LINEA,ACCESORIOS,CUBREBOCAS,19,2095.09,528.39
ONLINETIENDA EN LINEAACCESORIOSMOCHILA,ONLINE,TIENDA EN LINEA,ACCESORIOS,MOCHILA,85,53021.61,19499
MARKETPLACEMERCADO LIBRECALZADOINYECTADO,MARKETPLACE,MERCADO LIBRE,CALZADO,INYECTADO,5654,2270832.54,849415.1475
MARKETPLACEMERCADO LIBRECALZADOARMADO,MARKETPLACE,MERCADO LIBRE,CALZADO,ARMADO,12853,8349320.33,3043977.65
ONLINETIENDA EN LINEAACCESORIOSBOLSA,ONLINE,TIENDA EN LINEA,ACCESORIOS,BOLSA,49,30911.96,11275.93
ONLINEDETALLISTASCALZADOINYECTADO,ONLINE,DETALLISTAS,CALZADO,INYECTADO,0,0,0
ONLINEDETALLISTASCALZADOARMADO,ONLINE,DETALLISTAS,CALZADO,ARMADO,0,0,0
MARKETPLACEMERCADO LIBREROPASUDADERA,MARKETPLACE,MERCADO LIBRE,ROPA,SUDADERA,110,77803.68,28394
MARKETPLACEAMAZONVARIOS,MARKETPLACE,AMAZON,VARIOS,,2,240.52,0
MARKETPLACEMERCADO LIBREROPAPLAYERA,MARKETPLACE,MERCADO LIBRE,ROPA,PLAYERA,5,1637.95,595
MARKETPLACETIK TOKCALZADOINYECTADO,MARKETPLACE,TIK TOK,CALZADO,INYECTADO,1294,501324.91,192915.2596
MARKETPLACETIK TOKCALZADOARMADO,MARKETPLACE,TIK TOK,CALZADO,ARMADO,4507,2669965.64,1105906.591
MARKETPLACEWALMARTCALZADOARMADO,MARKETPLACE,WALMART,CALZADO,ARMADO,14,7710.34,3130.4779
MARKETPLACEWALMARTCALZADOINYECTADO,MARKETPLACE,WALMART,CALZADO,INYECTADO,5,1996.54,779.9976
MARKETPLACETIK TOKACCESORIOSPERFUME,MARKETPLACE,TIK TOK,ACCESORIOS,PERFUME,20,2069,700
MARKETPLACELIVERPOOLVARIOS,MARKETPLACE,LIVERPOOL,VARIOS,,1,3414.65,0
MARKETPLACETIK TOKACCESORIOSLLAVERO,MARKETPLACE,TIK TOK,ACCESORIOS,LLAVERO,9,271.53,81
MARKETPLACETIK TOKROPAPLAYERA,MARKETPLACE,TIK TOK,ROPA,PLAYERA,6,1408.62,704
ONLINETIENDA EN LINEAACCESORIOSCALCETINES,ONLINE,TIENDA EN LINEA,ACCESORIOS,CALCETINES,18,2816.29,215
MARKETPLACETIK TOKACCESORIOSPLANTILLA,MARKETPLACE,TIK TOK,ACCESORIOS,PLANTILLA,25,1077.58,355
MARKETPLACETIK TOKACCESORIOSMOCHILA,MARKETPLACE,TIK TOK,ACCESORIOS,MOCHILA,5,2879.3,1147
MARKETPLACESHOPINBAZCALZADOINYECTADO,MARKETPLACE,SHOPINBAZ,CALZADO,INYECTADO,181,65378.6,26266.637
MARKETPLACESHOPINBAZCALZADOARMADO,MARKETPLACE,SHOPINBAZ,CALZADO,ARMADO,511,324477.67,120490.3421
MARKETPLACETIK TOKACCESORIOSLIMPIEZA,MARKETPLACE,TIK TOK,ACCESORIOS,LIMPIEZA,9,1148.27,368.53
MARKETPLACETIK TOKROPACHAMARRA,MARKETPLACE,TIK TOK,ROPA,CHAMARRA,18,9400.86,5021.67
MARKETPLACETIK TOKVARIOS,MARKETPLACE,TIK TOK,VARIOS,,-4,-52764.7,0
ONLINEWICORECALZADOARMADO,ONLINE,WICORE,CALZADO,ARMADO,5,2276.47,1169.5706
ONLINEWICORECALZADOINYECTADO,ONLINE,WICORE,CALZADO,INYECTADO,1,430.17,130.301
ONLINETIENDA EN LINEAACCESORIOSPIN,ONLINE,TIENDA EN LINEA,ACCESORIOS,PIN,66,7814.65,1506.072
ONLINECOPPELCALZADOINYECTADO,ONLINE,COPPEL,CALZADO,INYECTADO,0,0,0
ONLINECOPPELCALZADOARMADO,ONLINE,COPPEL,CALZADO,ARMADO,0,0,0
ONLINECOPPELACCESORIOSPERFUME,ONLINE,COPPEL,ACCESORIOS,PERFUME,0,0,0
ONLINECOPPELACCESORIOSMOCHILA,ONLINE,COPPEL,ACCESORIOS,MOCHILA,0,0,0
ONLINECOPPELROPAPLAYERA,ONLINE,COPPEL,ROPA,PLAYERA,0,0,0
ONLINECOPPELVARIOS,ONLINE,COPPEL,VARIOS,,0,0,0
MARKETPLACETIK TOKROPASUDADERA,MARKETPLACE,TIK TOK,ROPA,SUDADERA,39,21012.06,9743.5
ONLINETIENDA EN LINEAACCESORIOS,ONLINE,TIENDA EN LINEA,ACCESORIOS,,82,10281.17,1435
MARKETPLACETIK TOKACCESORIOSBOLSA,MARKETPLACE,TIK TOK,ACCESORIOS,BOLSA,3,1681.03,690
MARKETPLACECOPPEL MKPROPASUDADERA,MARKETPLACE,COPPEL MKP,ROPA,SUDADERA,1,723.28,259
MARKETPLACELIVERPOOLCALZADOINYECTADO,MARKETPLACE,LIVERPOOL,CALZADO,INYECTADO,35,12858.79,4853.8737
MARKETPLACELIVERPOOLCALZADOARMADO,MARKETPLACE,LIVERPOOL,CALZADO,ARMADO,162,128295.48,37023.1068
MARKETPLACELIVERPOOLACCESORIOSBOLSA,MARKETPLACE,LIVERPOOL,ACCESORIOS,BOLSA,1,424.4,230
MARKETPLACELIVERPOOLACCESORIOSLIMPIEZA,MARKETPLACE,LIVERPOOL,ACCESORIOS,LIMPIEZA,2,189.66,59.18
MARKETPLACELIVERPOOLACCESORIOSMOCHILA,MARKETPLACE,LIVERPOOL,ACCESORIOS,MOCHILA,1,663.79,239
MARKETPLACELIVERPOOLROPASUDADERA,MARKETPLACE,LIVERPOOL,ROPA,SUDADERA,4,1742.25,1158
MARKETPLACELIVERPOOLACCESORIOS,MARKETPLACE,LIVERPOOL,ACCESORIOS,,1,77.59,17.5
OUTLET119 NAUCALPAN 1CALZADOINYECTADO,OUTLET,119 NAUCALPAN 1,CALZADO,INYECTADO,9377,1497774.64,1158612.858
OUTLET119 NAUCALPAN 1CALZADOARMADO,OUTLET,119 NAUCALPAN 1,CALZADO,ARMADO,5469,1522490.83,1010456.676
OUTLET120 NAUCALPAN 2CALZADOARMADO,OUTLET,120 NAUCALPAN 2,CALZADO,ARMADO,4408,1094505.9,809952.3419
OUTLET133 ZINACANTEPECCALZADOARMADO,OUTLET,133 ZINACANTEPEC,CALZADO,ARMADO,916,320405.91,174963.5207
OUTLET139 CUAUHTEMOCCALZADOINYECTADO,OUTLET,139 CUAUHTEMOC,CALZADO,INYECTADO,3964,718209.12,466338.3925
OUTLET129 TLAHUACCALZADOINYECTADO,OUTLET,129 TLAHUAC,CALZADO,INYECTADO,1356,246415.56,148532.5533
OUTLET109 CUAUTITLANCALZADOINYECTADO,OUTLET,109 CUAUTITLAN,CALZADO,INYECTADO,55516,3904573.82,5694651.304
OUTLET120 NAUCALPAN 2CALZADOINYECTADO,OUTLET,120 NAUCALPAN 2,CALZADO,INYECTADO,7815,1205902.49,960674.6744
OUTLET129 TLAHUACCALZADOARMADO,OUTLET,129 TLAHUAC,CALZADO,ARMADO,1271,590170.14,277173.8178
OUTLET129 TLAHUACACCESORIOSBOLSA,OUTLET,129 TLAHUAC,ACCESORIOS,BOLSA,160,4221.42,4346.66
OUTLET109 CUAUTITLANCALZADOARMADO,OUTLET,109 CUAUTITLAN,CALZADO,ARMADO,10449,2642766.61,2047632.47
OUTLET133 ZINACANTEPECROPACHAMARRA,OUTLET,133 ZINACANTEPEC,ROPA,CHAMARRA,11,4686.19,3983
OUTLET133 ZINACANTEPECCALZADOINYECTADO,OUTLET,133 ZINACANTEPEC,CALZADO,INYECTADO,1124,174050.18,116231.2537
OUTLET139 CUAUHTEMOCROPACHAMARRA,OUTLET,139 CUAUHTEMOC,ROPA,CHAMARRA,21,5836.18,6675
OUTLET109 CUAUTITLANROPACHAMARRA,OUTLET,109 CUAUTITLAN,ROPA,CHAMARRA,61,22126.69,18560.81
OUTLET109 CUAUTITLANACCESORIOSBOLSA,OUTLET,109 CUAUTITLAN,ACCESORIOS,BOLSA,3026,52221.04,63526.59
OUTLET139 CUAUHTEMOCCALZADOARMADO,OUTLET,139 CUAUHTEMOC,CALZADO,ARMADO,4879,1968618.66,998681.7626
OUTLET139 CUAUHTEMOCACCESORIOSPLANTILLA,OUTLET,139 CUAUHTEMOC,ACCESORIOS,PLANTILLA,24,1034.4,340.8
OUTLET148 PORTALESCALZADOINYECTADO,OUTLET,148 PORTALES,CALZADO,INYECTADO,675,139178.63,77511.4603
OUTLET148 PORTALESCALZADOARMADO,OUTLET,148 PORTALES,CALZADO,ARMADO,775,338861.42,162347.3361
OUTLET120 NAUCALPAN 2ROPAPLAYERA,OUTLET,120 NAUCALPAN 2,ROPA,PLAYERA,93,7817.16,9448
OUTLET120 NAUCALPAN 2ACCESORIOSBOLSA,OUTLET,120 NAUCALPAN 2,ACCESORIOS,BOLSA,166,6387.65,4767.55
OUTLET133 ZINACANTEPECACCESORIOSBOLSA,OUTLET,133 ZINACANTEPEC,ACCESORIOS,BOLSA,138,1521.45,2975.93
OUTLET119 NAUCALPAN 1ACCESORIOSLLAVERO,OUTLET,119 NAUCALPAN 1,ACCESORIOS,LLAVERO,20,603.4,180
OUTLET119 NAUCALPAN 1ACCESORIOSPLANTILLA,OUTLET,119 NAUCALPAN 1,ACCESORIOS,PLANTILLA,34,1465.4,482.8
OUTLET120 NAUCALPAN 2ROPAPANTS,OUTLET,120 NAUCALPAN 2,ROPA,PANTS,18,2409.4,3690
OUTLET129 TLAHUACROPAPANTS,OUTLET,129 TLAHUAC,ROPA,PANTS,4,470.68,796
OUTLET119 NAUCALPAN 1ROPAPLAYERA,OUTLET,119 NAUCALPAN 1,ROPA,PLAYERA,97,9031.29,10122
OUTLET129 TLAHUACACCESORIOSPLANTILLA,OUTLET,129 TLAHUAC,ACCESORIOS,PLANTILLA,16,689.6,227.2
OUTLET119 NAUCALPAN 1ACCESORIOSBOLSA,OUTLET,119 NAUCALPAN 1,ACCESORIOS,BOLSA,249,7737.59,5898.98
OUTLET129 TLAHUACROPAPLAYERA,OUTLET,129 TLAHUAC,ROPA,PLAYERA,19,1709.86,1914
OUTLET119 NAUCALPAN 1ROPASUDADERA,OUTLET,119 NAUCALPAN 1,ROPA,SUDADERA,36,7793.11,8935
OUTLET109 CUAUTITLANROPASUDADERA,OUTLET,109 CUAUTITLAN,ROPA,SUDADERA,41,11096.5,9444.5
OUTLET109 CUAUTITLANROPAPLAYERA,OUTLET,109 CUAUTITLAN,ROPA,PLAYERA,171,21240.28,18755
OUTLET129 TLAHUACROPACHAMARRA,OUTLET,129 TLAHUAC,ROPA,CHAMARRA,8,2284.46,2345
OUTLET133 ZINACANTEPECACCESORIOSPLANTILLA,OUTLET,133 ZINACANTEPEC,ACCESORIOS,PLANTILLA,11,474.1,156.2
OUTLET133 ZINACANTEPECROPAPLAYERA,OUTLET,133 ZINACANTEPEC,ROPA,PLAYERA,55,4819.59,5702
OUTLET133 ZINACANTEPECROPAPANTS,OUTLET,133 ZINACANTEPEC,ROPA,PANTS,6,909.89,1147
OUTLET129 TLAHUACACCESORIOSLIMPIEZA,OUTLET,129 TLAHUAC,ACCESORIOS,LIMPIEZA,24,3577.6,1112.87
OUTLET139 CUAUHTEMOCACCESORIOSCUBREBOCAS,OUTLET,139 CUAUHTEMOC,ACCESORIOS,CUBREBOCAS,51,1034.42,1418.31
OUTLET120 NAUCALPAN 2ROPACHAMARRA,OUTLET,120 NAUCALPAN 2,ROPA,CHAMARRA,26,7448.22,8564
OUTLET133 ZINACANTEPECACCESORIOSCALCETINES,OUTLET,133 ZINACANTEPEC,ACCESORIOS,CALCETINES,5,374.15,200
OUTLET139 CUAUHTEMOCROPAPLAYERA,OUTLET,139 CUAUHTEMOC,ROPA,PLAYERA,154,16614.65,15893
OUTLET139 CUAUHTEMOCACCESORIOSLLAVERO,OUTLET,139 CUAUHTEMOC,ACCESORIOS,LLAVERO,29,874.93,261
OUTLET120 NAUCALPAN 2ACCESORIOSPLANTILLA,OUTLET,120 NAUCALPAN 2,ACCESORIOS,PLANTILLA,16,689.6,227.2
OUTLET139 CUAUHTEMOCACCESORIOSPERFUME,OUTLET,139 CUAUHTEMOC,ACCESORIOS,PERFUME,61,6465.26,2135
OUTLET148 PORTALESROPASUDADERA,OUTLET,148 PORTALES,ROPA,SUDADERA,15,4206.01,4030
OUTLET148 PORTALESACCESORIOSBOLSA,OUTLET,148 PORTALES,ACCESORIOS,BOLSA,35,1155.14,1347.79
OUTLET139 CUAUHTEMOCACCESORIOSBOLSA,OUTLET,139 CUAUHTEMOC,ACCESORIOS,BOLSA,274,7990.32,6687.95
OUTLET148 PORTALESROPAPLAYERA,OUTLET,148 PORTALES,ROPA,PLAYERA,49,6801.84,5330
OUTLET148 PORTALESACCESORIOSPERFUME,OUTLET,148 PORTALES,ACCESORIOS,PERFUME,13,1344.85,455
OUTLET133 ZINACANTEPECACCESORIOSPERFUME,OUTLET,133 ZINACANTEPEC,ACCESORIOS,PERFUME,15,1551.75,525
OUTLET148 PORTALESACCESORIOSPLANTILLA,OUTLET,148 PORTALES,ACCESORIOS,PLANTILLA,15,646.5,213
OUTLET109 CUAUTITLANACCESORIOSPLANTILLA,OUTLET,109 CUAUTITLAN,ACCESORIOS,PLANTILLA,6,224.12,85.2
OUTLET119 NAUCALPAN 1ACCESORIOSPERFUME,OUTLET,119 NAUCALPAN 1,ACCESORIOS,PERFUME,28,2956.94,980
OUTLET133 ZINACANTEPECACCESORIOSLIMPIEZA,OUTLET,133 ZINACANTEPEC,ACCESORIOS,LIMPIEZA,10,1560.35,487.85
OUTLET129 TLAHUACACCESORIOSLLAVERO,OUTLET,129 TLAHUAC,ACCESORIOS,LLAVERO,10,301.7,90
OUTLET129 TLAHUACACCESORIOSGORRA,OUTLET,129 TLAHUAC,ACCESORIOS,GORRA,2,210.78,170
OUTLET148 PORTALESACCESORIOSLIMPIEZA,OUTLET,148 PORTALES,ACCESORIOS,LIMPIEZA,11,1560.35,487.53
OUTLET119 NAUCALPAN 1ACCESORIOSLIMPIEZA,OUTLET,119 NAUCALPAN 1,ACCESORIOS,LIMPIEZA,16,2408.64,768.88
OUTLET109 CUAUTITLANACCESORIOSLIMPIEZA,OUTLET,109 CUAUTITLAN,ACCESORIOS,LIMPIEZA,18,2525.88,849.26
OUTLET139 CUAUHTEMOCACCESORIOSLIMPIEZA,OUTLET,139 CUAUHTEMOC,ACCESORIOS,LIMPIEZA,27,3723.57,1160.68
OUTLET133 ZINACANTEPECROPASUDADERA,OUTLET,133 ZINACANTEPEC,ROPA,SUDADERA,5,854.3,1253
OUTLET133 ZINACANTEPECACCESORIOSLLAVERO,OUTLET,133 ZINACANTEPEC,ACCESORIOS,LLAVERO,7,211.19,63
OUTLET129 TLAHUACROPASUDADERA,OUTLET,129 TLAHUAC,ROPA,SUDADERA,7,2887.94,1960
OUTLET120 NAUCALPAN 2ROPASUDADERA,OUTLET,120 NAUCALPAN 2,ROPA,SUDADERA,27,5464.67,6654
OUTLET120 NAUCALPAN 2ACCESORIOSLLAVERO,OUTLET,120 NAUCALPAN 2,ACCESORIOS,LLAVERO,9,271.53,81
OUTLET139 CUAUHTEMOCROPASUDADERA,OUTLET,139 CUAUHTEMOC,ROPA,SUDADERA,22,5206.93,5641
OUTLET148 PORTALESROPACHAMARRA,OUTLET,148 PORTALES,ROPA,CHAMARRA,18,6223.25,5884
OUTLET109 CUAUTITLANACCESORIOSMOCHILA,OUTLET,109 CUAUTITLAN,ACCESORIOS,MOCHILA,4,2172.4,908
OUTLET120 NAUCALPAN 2ACCESORIOSLIMPIEZA,OUTLET,120 NAUCALPAN 2,ACCESORIOS,LIMPIEZA,9,1275.88,400.88
OUTLET148 PORTALESACCESORIOSLLAVERO,OUTLET,148 PORTALES,ACCESORIOS,LLAVERO,6,181.02,54
OUTLET109 CUAUTITLANROPAPANTS,OUTLET,109 CUAUTITLAN,ROPA,PANTS,4,474.13,781
OUTLET129 TLAHUACACCESORIOSPERFUME,OUTLET,129 TLAHUAC,ACCESORIOS,PERFUME,22,2293.14,770
OUTLET109 CUAUTITLANACCESORIOSPERFUME,OUTLET,109 CUAUTITLAN,ACCESORIOS,PERFUME,12,1181.06,420
OUTLET120 NAUCALPAN 2ACCESORIOSPERFUME,OUTLET,120 NAUCALPAN 2,ACCESORIOS,PERFUME,13,1320.72,455
OUTLET109 CUAUTITLANACCESORIOSCALCETINES,OUTLET,109 CUAUTITLAN,ACCESORIOS,CALCETINES,9,493.08,514.25
OUTLET109 CUAUTITLANACCESORIOSLLAVERO,OUTLET,109 CUAUTITLAN,ACCESORIOS,LLAVERO,5,99.13,45
OUTLET109 CUAUTITLANACCESORIOSGORRA,OUTLET,109 CUAUTITLAN,ACCESORIOS,GORRA,1,254.31,99
OUTLET148 PORTALESACCESORIOSCUBREBOCAS,OUTLET,148 PORTALES,ACCESORIOS,CUBREBOCAS,1,15.52,27.81
OUTLET133 ZINACANTEPECACCESORIOSGORRA,OUTLET,133 ZINACANTEPEC,ACCESORIOS,GORRA,3,258.63,297
OUTLET119 NAUCALPAN 1ROPACHAMARRA,OUTLET,119 NAUCALPAN 1,ROPA,CHAMARRA,15,5758.64,4650
OUTLET148 PORTALESACCESORIOSMOCHILA,OUTLET,148 PORTALES,ACCESORIOS,MOCHILA,2,1327.58,462
OUTLET119 NAUCALPAN 1ACCESORIOSGORRA,OUTLET,119 NAUCALPAN 1,ACCESORIOS,GORRA,5,431.05,495
OUTLET139 CUAUHTEMOCACCESORIOSGORRA,OUTLET,139 CUAUHTEMOC,ACCESORIOS,GORRA,1,86.21,123
OUTLET139 CUAUHTEMOCACCESORIOSMOCHILA,OUTLET,139 CUAUHTEMOC,ACCESORIOS,MOCHILA,2,1327.58,478
OUTLET120 NAUCALPAN 2ACCESORIOSGORRA,OUTLET,120 NAUCALPAN 2,ACCESORIOS,GORRA,1,43.1,123
OUTLET120 NAUCALPAN 2ACCESORIOSCUBREBOCAS,OUTLET,120 NAUCALPAN 2,ACCESORIOS,CUBREBOCAS,2,25.86,55.62
OUTLET119 NAUCALPAN 1ROPAPANTS,OUTLET,119 NAUCALPAN 1,ROPA,PANTS,1,172.41,205
OUTLET120 NAUCALPAN 2ACCESORIOSMOCHILA,OUTLET,120 NAUCALPAN 2,ACCESORIOS,MOCHILA,2,1327.58,462
OUTLET129 TLAHUACACCESORIOSMOCHILA,OUTLET,129 TLAHUAC,ACCESORIOS,MOCHILA,2,1327.58,478
OUTLET139 CUAUHTEMOCROPAPANTS,OUTLET,139 CUAUHTEMOC,ROPA,PANTS,1,129.31,171
OUTLET109 CUAUTITLANMATERIA PRIMA,OUTLET,109 CUAUTITLAN,MATERIA PRIMA,,851,4974.91,6495.15
OUTLET119 NAUCALPAN 1ACCESORIOSCUBREBOCAS,OUTLET,119 NAUCALPAN 1,ACCESORIOS,CUBREBOCAS,2,51.72,55.62
OUTLET139 CUAUHTEMOCACCESORIOSCALCETINES,OUTLET,139 CUAUHTEMOC,ACCESORIOS,CALCETINES,5,301.73,70
OUTLET119 NAUCALPAN 1ACCESORIOSMOCHILA,OUTLET,119 NAUCALPAN 1,ACCESORIOS,MOCHILA,1,663.79,239
OUTLET119 NAUCALPAN 1ACCESORIOS,OUTLET,119 NAUCALPAN 1,ACCESORIOS,,1,77.59,17.5
OUTLET119 NAUCALPAN 1ACCESORIOSCALCETINES,OUTLET,119 NAUCALPAN 1,ACCESORIOS,CALCETINES,2,137.94,0
OUTLET139 CUAUHTEMOCACCESORIOS,OUTLET,139 CUAUHTEMOC,ACCESORIOS,,3,232.77,52.5
OUTLET120 NAUCALPAN 2ACCESORIOS,OUTLET,120 NAUCALPAN 2,ACCESORIOS,,1,77.59,17.5
OUTLET109 CUAUTITLANACCESORIOS,OUTLET,109 CUAUTITLAN,ACCESORIOS,,1,51.72,17.5
PLANTACADENAS DE ZAPATERIASVARIOS,PLANTA,CADENAS DE ZAPATERIAS,VARIOS,,-2478,-2076045.55,-162175.5
PLANTACATALOGUEROSVARIOS,PLANTA,CATALOGUEROS,VARIOS,,-765,-3522771.41,-15236
PLANTACATALOGUEROSCALZADOARMADO,PLANTA,CATALOGUEROS,CALZADO,ARMADO,167975,57426751.49,34415517.23
PLANTADEPARTAMENTALVARIOS,PLANTA,DEPARTAMENTAL,VARIOS,,-506,-4354460.35,-146.5
PLANTACOPPELCALZADOINYECTADO,PLANTA,COPPEL,CALZADO,INYECTADO,304429,48763061.82,35367468.31
PLANTACATALOGUEROSCALZADOINYECTADO,PLANTA,CATALOGUEROS,CALZADO,INYECTADO,140374,27914390.58,17539967.36
PLANTACADENAS DE ZAPATERIASCALZADOINYECTADO,PLANTA,CADENAS DE ZAPATERIAS,CALZADO,INYECTADO,154454,31951002.69,20110528.3
PLANTACADENAS DE ZAPATERIASCALZADOARMADO,PLANTA,CADENAS DE ZAPATERIAS,CALZADO,ARMADO,105304,35966154.29,21992465.11
PLANTAOUTLETCALZADOINYECTADO,PLANTA,OUTLET,CALZADO,INYECTADO,0,0,0
PLANTACOPPELVARIOS,PLANTA,COPPEL,VARIOS,,-19,-90546.82,0
PLANTAMAYORISTASVARIOS,PLANTA,MAYORISTAS,VARIOS,,-540,-671968.74,-14650
PLANTACOPPELCALZADOARMADO,PLANTA,COPPEL,CALZADO,ARMADO,42868,12698606.71,8624548.387
PLANTAMAYORISTASCALZADOINYECTADO,PLANTA,MAYORISTAS,CALZADO,INYECTADO,24427,4050611.7,3420250.608
PLANTADETALLISTASVARIOS,PLANTA,DETALLISTAS,VARIOS,,-57,-670045.89,0
PLANTADEPARTAMENTALCALZADOARMADO,PLANTA,DEPARTAMENTAL,CALZADO,ARMADO,25377,9702797.86,5569306.594
PLANTADEPARTAMENTALCALZADOINYECTADO,PLANTA,DEPARTAMENTAL,CALZADO,INYECTADO,40619,10015287.23,5395503.002
PLANTAAHAVACALZADOINYECTADO,PLANTA,AHAVA,CALZADO,INYECTADO,11553,803110,1451844.821
PLANTAAHAVACALZADOARMADO,PLANTA,AHAVA,CALZADO,ARMADO,29358,3664060,6225154.037
